id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
BRCA2	10	0.078643	0.24198	0.999965	236	4	-0.12655	0.39413	0.66846	0.999995	628	4	-0.12655
C17orf103	10	0.079104	0.24326	0.999965	237	5	-0.21277	0.32229	0.60535	0.999995	570	3	-0.21277
ARL4D	10	0.081095	0.24824	0.999965	238	5	-0.22675	0.90424	0.95597	0.999995	925	2	-0.22675
C11orf31	10	0.082145	0.25084	0.999965	239	6	-0.26279	0.98743	0.98795	0.999995	968	1	-0.26279
C10orf68	10	0.082356	0.25131	0.999965	240	5	-0.30231	0.35558	0.63517	0.999995	598	3	-0.30231
C10orf10	10	0.082468	0.25153	0.999965	241	6	-0.24767	0.6802	0.85886	0.999995	810	1	-0.24767
CBL	10	0.084337	0.255	0.999965	242	4	0.045605	0.74241	0.89185	0.999995	853	3	0.045605
CASP3	10	0.08453	0.25535	0.999965	243	4	-0.071948	0.86782	0.94118	0.999995	915	2	-0.071948
C11orf91	10	0.087001	0.25944	0.999965	244	4	-0.040794	0.41297	0.68344	0.999995	647	4	-0.040794
C19orf80	10	0.087171	0.25978	0.999965	245	5	-0.16621	0.42703	0.6946	0.999995	654	3	-0.16621
C11orf95	10	0.087297	0.26	0.999965	246	5	-0.18208	0.14267	0.36989	0.96576	383	2	-0.18208
C7orf49	10	0.087924	0.26087	0.999965	247	5	-0.22486	0.82973	0.92791	0.999995	890	2	-0.22486
C1orf112	10	0.088345	0.26164	0.999965	248	5	-0.16524	0.50208	0.75606	0.999995	708	4	-0.16524
C11orf54	10	0.088731	0.26237	0.999965	249	4	-0.026531	0.15383	0.3869	0.975794	393	4	-0.026531
CALML6	10	0.089696	0.26397	0.999965	250	5	-0.28756	0.99216	0.9922	0.999995	976	0	-0.28756
AUP1	10	0.090088	0.26464	0.999965	251	5	-0.12602	0.29128	0.57527	0.999995	548	4	-0.12602
ARHGAP22	10	0.09034	0.26515	0.999965	252	4	-0.089419	0.62064	0.82782	0.999995	779	2	-0.089419
C11orf93	10	0.090659	0.2657	0.999965	253	2	0.39167	0.016746	0.074559	0.686974	107	7	0.39167
C17orf74	10	0.090718	0.26581	0.999965	254	5	-0.14562	0.56189	0.7991	0.999995	752	3	-0.14562
CCDC108	10	0.091862	0.26781	0.999965	255	4	-0.070539	0.1722	0.41423	0.982282	421	2	-0.070539
AAAS	10	0.091876	0.26783	0.999965	256	5	-0.22824	0.85166	0.93504	0.999995	901	2	-0.22824
BIRC7	10	0.094877	0.27326	0.999965	257	5	-0.18273	0.62125	0.82816	0.999995	780	2	-0.18273
C19orf60	10	0.096816	0.27647	0.999965	258	4	-0.35487	0.89766	0.95315	0.999995	924	2	-0.35487
ARID3B	10	0.097409	0.27754	0.999965	259	5	-0.19451	0.64243	0.83899	0.999995	790	3	-0.19451
C14orf166	10	0.097534	0.27773	0.999965	260	5	-0.37833	0.91797	0.96228	0.999995	931	1	-0.37833
ANKLE2	10	0.097712	0.27807	0.999965	261	4	-0.15267	0.36673	0.64489	0.999995	606	3	-0.15267
C12orf23	10	0.098634	0.28003	0.999965	262	4	-0.089653	0.28077	0.56282	0.999995	535	2	-0.089653
BIRC2	10	0.098895	0.28053	0.999965	263	3	0.061301	0.2624	0.53769	0.999995	519	4	0.061301
C3orf38	10	0.099284	0.28112	0.999965	264	5	-0.076462	0.016393	0.073144	0.686974	106	2	-0.076462
BNIP2	10	0.10025	0.2827	0.999965	265	4	-0.032576	0.089734	0.26921	0.913341	293	4	-0.032576
CCDC104	10	0.10119	0.28436	0.999965	266	5	-0.22973	0.89725	0.95303	0.999995	922	2	-0.22973
C17orf107	10	0.10174	0.28539	0.999965	267	5	-0.24846	0.67317	0.85524	0.999995	803	2	-0.24846
C12orf57	10	0.10338	0.2884	0.999965	268	4	-0.14671	0.67593	0.85668	0.999995	806	3	-0.14671
C2orf88	10	0.10401	0.28945	0.999965	269	2	0.22653	0.11147	0.31525	0.933278	336	6	0.22653
C19orf47	10	0.10592	0.29259	0.999965	270	3	-0.014716	0.13469	0.35766	0.948722	376	3	-0.014716
ATP1A3	10	0.10605	0.29283	0.999965	271	5	-0.17828	0.32741	0.60978	0.999995	574	3	-0.17828
C21orf91	10	0.10662	0.29391	0.999965	272	5	-0.15395	0.76569	0.90421	0.999995	869	2	-0.15395
APTX	10	0.10889	0.29797	0.999965	273	5	-0.14549	0.93246	0.96968	0.999995	937	2	-0.14549
C17orf75	10	0.10891	0.298	0.999965	274	4	-0.18195	0.3302	0.61223	0.999995	576	2	-0.18195
ANKRD7	10	0.10923	0.29851	0.999965	275	5	-0.20141	0.23612	0.50291	0.999995	500	3	-0.20141
BNIPL	10	0.11059	0.30085	0.999965	276	4	-0.096461	0.96092	0.97665	0.999995	946	1	-0.096461
C19orf26	10	0.11136	0.30219	0.999965	277	5	-0.19407	0.58197	0.80895	0.999995	763	3	-0.19407
APLF	10	0.11503	0.30831	0.999965	278	4	0.026418	0.0015003	0.0092921	0.402268	23	4	0.026418
ATXN2L	10	0.11612	0.31048	0.999965	279	4	-0.23106	0.22758	0.49159	0.99512	494	4	-0.23106
ABL1	10	0.11692	0.31183	0.999965	280	5	-0.14242	0.19838	0.45179	0.982282	458	3	-0.14242
ALOX5	10	0.11707	0.31211	0.999965	281	5	-0.22325	0.49319	0.74905	0.999995	699	3	-0.22325
BATF2	10	0.11725	0.31241	0.999965	282	4	-0.23369	0.65495	0.84574	0.999995	796	2	-0.23369
C16orf55	10	0.11785	0.31343	0.999965	283	3	0.12712	0.17693	0.42101	0.982282	424	4	0.12712
C15orf26	10	0.12058	0.31831	0.999965	284	3	-0.058299	0.085131	0.25978	0.913341	278	4	-0.058299
C8orf82	10	0.12084	0.31874	0.999965	285	5	-0.093648	0.68109	0.85939	0.999995	811	3	-0.093648
CBX2	10	0.12091	0.31884	0.999965	286	3	0.07788	0.69382	0.86574	0.999995	817	3	0.07788
C7orf43	10	0.12119	0.31928	0.999965	287	3	0.069031	0.011451	0.054361	0.632109	86	5	0.069031
ANG	10	0.12142	0.31966	0.999965	288	4	0.010431	0.27532	0.55525	0.999995	528	4	0.010431
ANO7	10	0.1216	0.31992	0.999965	289	5	-0.1781	0.52793	0.77711	0.999995	729	2	-0.1781
C19orf12	10	0.12365	0.3234	0.999965	290	5	-0.16697	0.19805	0.45124	0.982282	456	4	-0.16697
C3orf52	10	0.12458	0.32496	0.999965	291	2	0.26623	0.067165	0.21808	0.882932	247	5	0.26623
ANKRD54	10	0.12538	0.32617	0.999965	292	4	-0.16426	0.45565	0.71875	0.999995	674	4	-0.16426
C1orf115	10	0.12727	0.32947	0.999965	293	3	0.084896	0.23704	0.50408	0.999995	502	4	0.084896
C9orf142	10	0.12997	0.33419	0.999965	294	4	-0.044799	0.13908	0.36451	0.964312	378	3	-0.044799
C10orf12	10	0.13029	0.33473	0.999965	295	3	-0.045949	0.86539	0.94015	0.999995	913	2	-0.045949
C14orf183	10	0.13222	0.33813	0.999965	296	5	-0.14369	0.047597	0.17066	0.820473	208	2	-0.14369
C2orf70	10	0.13248	0.33841	0.999965	297	4	-0.087163	0.87311	0.94324	0.999995	916	2	-0.087163
C20orf201	10	0.13335	0.33989	0.999965	298	5	-0.20244	0.22709	0.491	0.99512	492	3	-0.20244
C9orf163	10	0.13369	0.3405	0.999965	299	4	-0.14539	0.37139	0.64921	0.999995	608	4	-0.14539
C1orf210	10	0.13381	0.34079	0.999965	300	2	0.16241	0.51908	0.76977	0.999995	716	4	0.16241
C17orf85	10	0.13469	0.34233	0.999965	301	2	0.074501	0.44187	0.70722	0.999995	663	4	0.074501
CBX6	10	0.13771	0.34744	0.999965	302	5	-0.12883	0.2796	0.56127	0.999995	533	4	-0.12883
C4orf45	10	0.13836	0.34866	0.999965	303	3	0.088861	0.13161	0.35292	0.946155	373	4	0.088861
C9orf43	9	0.13846	0.34248	0.999965	304	4	-0.3072	0.28362	0.54555	0.999995	539	1	-0.3072
CAMK2N2	10	0.1399	0.351	0.999965	305	4	-0.0059542	0.37878	0.65538	0.999995	616	3	-0.0059542
BAZ1B	10	0.14218	0.35494	0.999965	306	5	-0.1237	0.18102	0.42697	0.982282	430	4	-0.1237
C6orf226	10	0.14268	0.35565	0.999965	307	5	-0.11896	0.857	0.93694	0.999995	905	2	-0.11896
C3orf62	10	0.14399	0.35809	0.999965	308	4	-0.11053	0.37813	0.65488	0.999995	614	3	-0.11053
ANP32E	10	0.14571	0.36104	0.999965	309	5	-0.06828	0.29375	0.57827	0.999995	551	3	-0.06828
AGPAT5	10	0.14621	0.36195	0.999965	310	5	-0.11706	0.81852	0.92414	0.999995	886	2	-0.11706
BRD4	10	0.14741	0.36378	0.999965	311	4	-0.073653	0.046538	0.16807	0.811953	206	4	-0.073653
C9orf135	10	0.14845	0.36557	0.999965	312	4	-0.048107	0.69898	0.86825	0.999995	821	3	-0.048107
C9orf129	10	0.14865	0.36581	0.999965	313	3	-0.016131	0.71408	0.87644	0.999995	834	3	-0.016131
APEH	10	0.14927	0.36704	0.999965	314	5	0.0067502	0.051322	0.17984	0.826892	217	4	0.0067502
C17orf47	10	0.15032	0.36874	0.999965	315	4	0.036522	0.91249	0.95962	0.999995	928	2	0.036522
C19orf66	10	0.15107	0.36979	0.999965	316	5	-0.22353	0.86072	0.93826	0.999995	909	2	-0.22353
C8orf31	10	0.15185	0.37083	0.999965	317	5	-0.13371	0.23188	0.49748	0.999995	497	3	-0.13371
CBFA2T3	10	0.1539	0.37437	0.999965	318	4	-0.14728	0.21796	0.47872	0.99384	481	4	-0.14728
AFMID	10	0.15411	0.37477	0.999965	319	5	-0.20053	0.72105	0.88005	0.999995	839	2	-0.20053
CAPS	10	0.15425	0.37496	0.999965	320	3	0.27036	0.020601	0.088183	0.686974	125	5	0.27036
C4orf29	10	0.15596	0.37796	0.999965	321	4	-0.065396	0.073324	0.23265	0.88567	261	4	-0.065396
CCDC117	10	0.15638	0.37866	0.999965	322	5	0.022661	0.0084752	0.042936	0.57808	72	5	0.022661
C20orf196	10	0.15641	0.37871	0.999965	323	2	0.22324	0.084569	0.2586	0.913341	276	5	0.22324
C11orf24	10	0.15644	0.37875	0.999965	324	5	-0.201	0.67096	0.85418	0.999995	802	2	-0.201
BNIP1	10	0.15676	0.37918	0.999965	325	5	-0.11939	0.74773	0.89456	0.999995	856	3	-0.11939
AVPI1	10	0.15867	0.38256	0.999965	326	5	-0.11729	0.38008	0.65643	0.999995	617	3	-0.11729
C14orf119	10	0.15867	0.38256	0.999965	327	5	-0.20124	0.86337	0.93928	0.999995	911	2	-0.20124
C14orf2	10	0.15898	0.38303	0.999965	328	5	-0.068599	0.50648	0.7596	0.999995	711	4	-0.068599
C11orf49	10	0.16161	0.38737	0.999965	329	4	-0.0048108	0.386	0.6616	0.999995	623	2	-0.0048108
CCDC106	10	0.16316	0.38982	0.999965	330	3	0.17766	0.086433	0.26243	0.913341	283	5	0.17766
C16orf13	10	0.16341	0.39019	0.999965	331	4	0.021254	0.35024	0.63027	0.999995	590	3	0.021254
BNC1	10	0.16424	0.39145	0.999965	332	2	0.12112	0.23858	0.50632	0.999995	503	4	0.12112
C8orf46	10	0.1646	0.39203	0.999965	333	3	-0.10349	0.36295	0.64136	0.999995	603	3	-0.10349
ANKS1A	10	0.16528	0.39308	0.999965	334	5	-0.16698	0.58379	0.80978	0.999995	766	2	-0.16698
C3orf33	10	0.16735	0.39593	0.999965	335	4	0.017448	0.20898	0.46651	0.983606	474	3	0.017448
C5orf34	10	0.16749	0.39605	0.999965	336	3	0.13645	0.10525	0.30254	0.928561	323	4	0.13645
AKAP13	10	0.16921	0.39892	0.999965	337	3	0.25585	0.20964	0.46721	0.983606	475	5	0.25585
C1orf35	10	0.16928	0.39902	0.999965	338	5	-0.19849	0.4453	0.71	0.999995	665	2	-0.19849
ACRC	10	0.16966	0.39963	0.999965	339	2	0.18874	0.0004407	0.0031139	0.239528	13	5	0.18874
BRPF3	10	0.17074	0.4016	0.999965	340	4	0.10003	0.12764	0.34643	0.944193	366	5	0.10003
C2orf68	10	0.17075	0.40161	0.999965	341	5	-0.16927	0.99235	0.99233	0.999995	977	0	-0.16927
C6orf62	10	0.17129	0.40243	0.999965	342	4	0.081204	0.25394	0.52639	0.999995	514	5	0.081204
C17orf53	10	0.17276	0.40478	0.999965	343	4	-0.055869	0.72625	0.88293	0.999995	843	3	-0.055869
C1orf95	10	0.17333	0.40566	0.999965	344	5	-0.14986	0.10085	0.29318	0.928561	314	4	-0.14986
ALDH6A1	10	0.17407	0.40685	0.999965	345	5	-0.18782	0.12556	0.34309	0.944193	362	4	-0.18782
ARFGAP1	10	0.17612	0.41019	0.999965	346	5	-0.18114	0.29518	0.58001	0.999995	552	3	-0.18114
CBLB	10	0.17693	0.41132	0.999965	347	4	0.059196	0.32895	0.61117	0.999995	575	4	0.059196
AEBP1	10	0.17782	0.41278	0.999965	348	4	-0.025595	0.65148	0.84389	0.999995	795	2	-0.025595
C22orf29	10	0.17795	0.413	0.999965	349	3	0.1737	0.19391	0.44517	0.982282	451	5	0.1737
CAND1	10	0.17825	0.41351	0.999965	350	4	-0.18001	0.21625	0.47645	0.99384	479	3	-0.18001
ATXN7L3	10	0.17848	0.4138	0.999965	351	2	0.22158	0.10633	0.30455	0.928561	326	5	0.22158
C1orf131	10	0.1795	0.41524	0.999965	352	4	0.048042	0.12929	0.34911	0.944193	369	4	0.048042
BRD2	10	0.17986	0.4158	0.999965	353	2	0.19049	0.0088095	0.044084	0.57808	74	5	0.19049
C15orf57	10	0.18023	0.41634	0.999965	354	3	0.18204	0.33845	0.61933	0.999995	580	3	0.18204
C9orf16	10	0.18099	0.41766	0.999965	355	5	-0.0080455	0.086237	0.26194	0.913341	282	4	-0.0080455
C4orf27	10	0.18102	0.41771	0.999965	356	4	0.096546	0.14706	0.37681	0.970615	387	5	0.096546
C15orf48	10	0.18119	0.41799	0.999965	357	5	-0.15166	0.98647	0.98731	0.999995	963	1	-0.15166
CCDC114	10	0.18133	0.41811	0.999965	358	5	-0.17085	0.61545	0.82529	0.999995	776	2	-0.17085
C1orf21	10	0.18166	0.41871	0.999965	359	4	-0.069491	0.49378	0.74958	0.999995	700	3	-0.069491
BAHD1	10	0.18349	0.42167	0.999965	360	4	-0.041391	0.26847	0.54634	0.999995	524	4	-0.041391
C1orf27	10	0.18473	0.42369	0.999965	361	4	-0.16992	0.54051	0.78728	0.999995	736	2	-0.16992
C11orf86	10	0.18511	0.42435	0.999965	362	4	-0.093612	0.25816	0.53215	0.999995	517	4	-0.093612
AGL	10	0.18576	0.42524	0.999965	363	4	-0.024253	0.19053	0.44036	0.982282	448	5	-0.024253
ACBD6	10	0.18612	0.42576	0.999965	364	5	-0.037693	0.082356	0.25372	0.913341	271	4	-0.037693
CAV2	10	0.18731	0.42755	0.999965	365	5	-0.21173	0.68833	0.86325	0.999995	813	3	-0.21173
C17orf49	10	0.18771	0.42812	0.999965	366	4	-0.01488	0.16137	0.39863	0.975794	406	3	-0.01488
C1orf54	10	0.18788	0.4284	0.999965	367	5	-0.040503	0.25328	0.52551	0.999995	513	5	-0.040503
C12orf60	10	0.18846	0.42914	0.999965	368	5	-0.077812	0.13138	0.35258	0.946155	372	4	-0.077812
AZI1	10	0.19118	0.4331	0.999965	369	5	-0.138	0.3883	0.6636	0.999995	625	3	-0.138
ANKRD37	10	0.1918	0.43408	0.999965	370	4	-0.12296	0.5523	0.79434	0.999995	746	3	-0.12296
ANKHD1	10	0.19215	0.43467	0.999965	371	5	-0.21807	0.29323	0.57765	0.999995	550	2	-0.21807
CABLES2	10	0.19254	0.43519	0.999965	372	5	-0.19602	0.99322	0.99327	0.999995	979	0	-0.19602
C3orf70	10	0.19428	0.43799	0.999965	373	5	-0.18523	0.3737	0.65118	0.999995	609	3	-0.18523
C11orf48	10	0.19561	0.44011	0.999965	374	4	-0.064369	0.96708	0.97847	0.999995	950	1	-0.064369
CBS	10	0.19613	0.44102	0.999965	375	4	0.32559	0.040575	0.15256	0.778032	195	6	0.32559
ADRM1	10	0.19627	0.44123	0.999965	376	5	-0.14488	0.55279	0.79459	0.999995	747	2	-0.14488
APEX2	10	0.19666	0.44186	0.999965	377	5	-0.14913	0.97815	0.98262	0.999995	956	1	-0.14913
BAZ1A	10	0.19783	0.44372	0.999965	378	4	0.096349	0.60109	0.81817	0.999995	771	3	0.096349
AGPAT3	10	0.19988	0.44674	0.999965	379	4	-0.19609	0.32471	0.60748	0.999995	571	3	-0.19609
ARID1A	10	0.20099	0.44838	0.999965	380	4	-0.041314	0.88187	0.94672	0.999995	920	2	-0.041314
CALB1	10	0.2015	0.44909	0.999965	381	4	-0.050038	0.08882	0.26734	0.913341	289	3	-0.050038
C22orf43	10	0.20223	0.45012	0.999965	382	5	-0.17488	0.35237	0.63227	0.999995	593	3	-0.17488
ALDH1B1	10	0.20343	0.45218	0.999965	383	5	-0.1317	0.73636	0.88839	0.999995	852	3	-0.1317
BLK	10	0.20399	0.45308	0.999965	384	3	-0.0081271	0.29589	0.58111	0.999995	554	4	-0.0081271
BIN3	10	0.20474	0.45415	0.999965	385	4	-0.08	0.45233	0.71577	0.999995	672	3	-0.08
C1orf52	10	0.20604	0.45622	0.999965	386	5	-0.0058763	0.077319	0.24161	0.909681	265	4	-0.0058763
CAPN3	10	0.2068	0.45736	0.999965	387	5	-0.066912	0.48281	0.74066	0.999995	689	3	-0.066912
ALKBH5	10	0.20993	0.46195	0.999965	388	4	-0.099028	0.70243	0.87015	0.999995	824	1	-0.099028
C12orf65	10	0.2109	0.46352	0.999965	389	4	-0.097738	0.58309	0.80951	0.999995	765	3	-0.097738
C1orf189	10	0.21273	0.46637	0.999965	390	4	0.020655	0.27948	0.56114	0.999995	532	5	0.020655
CA9	10	0.2141	0.46852	0.999965	391	4	-0.10597	0.20625	0.46276	0.9825	471	3	-0.10597
C9orf106	10	0.21439	0.46892	0.999965	392	5	-0.10934	0.47972	0.738	0.999995	686	2	-0.10934
ALOX5AP	10	0.21464	0.46923	0.999965	393	4	-0.041427	0.71399	0.87637	0.999995	833	2	-0.041427
C7orf10	10	0.21548	0.47044	0.999965	394	4	-0.045217	0.026428	0.10816	0.705966	153	4	-0.045217
ATXN7	10	0.21687	0.47237	0.999965	395	5	-0.17623	0.15284	0.38537	0.975794	392	3	-0.17623
BSPRY	10	0.2177	0.47363	0.999965	396	5	-0.045555	0.54481	0.79057	0.999995	740	3	-0.045555
CABP1	10	0.21811	0.47418	0.999965	397	5	0.021554	0.035737	0.13905	0.754702	183	4	0.021554
C15orf40	10	0.21941	0.47629	0.999965	398	4	-0.081023	0.8177	0.92394	0.999995	885	2	-0.081023
BNIP3L	10	0.21977	0.4767	0.999965	399	5	-0.088555	0.071178	0.22744	0.88567	254	2	-0.088555
CCDC109B	10	0.2215	0.47933	0.999965	400	4	-0.14208	0.35961	0.63851	0.999995	600	2	-0.14208
ABI1	10	0.22165	0.47955	0.999965	401	5	-0.17181	0.16496	0.40365	0.975794	412	2	-0.17181
ASF1B	10	0.22197	0.48007	0.999965	402	4	-0.076309	0.053511	0.18517	0.841697	220	3	-0.076309
ADAP1	10	0.22265	0.48111	0.999965	403	2	0.16591	0.20324	0.45846	0.982282	465	3	0.16591
C19orf35	10	0.22337	0.48229	0.999965	404	4	0.015838	0.082094	0.25319	0.913341	270	5	0.015838
C8orf58	10	0.2236	0.48262	0.999965	405	4	-0.16378	0.88054	0.9462	0.999995	919	2	-0.16378
C10orf128	10	0.22374	0.48288	0.999965	406	5	-0.041098	0.12409	0.34096	0.944193	360	4	-0.041098
ABCC1	10	0.2257	0.48525	0.999965	407	4	-0.087903	0.10797	0.30799	0.928561	331	3	-0.087903
C2orf42	10	0.22671	0.4864	0.999965	408	3	0.15981	0.34298	0.62335	0.999995	583	4	0.15981
BAG4	10	0.22735	0.48702	0.999965	409	4	0.3028	0.12181	0.33691	0.944193	355	5	0.3028
C6orf99	10	0.22935	0.48936	0.999965	410	3	-0.024993	0.44351	0.70851	0.999995	664	4	-0.024993
ANP32A	10	0.22938	0.48939	0.999965	411	4	-0.085479	0.86044	0.93814	0.999995	908	2	-0.085479
AIPL1	10	0.2297	0.48972	0.999965	412	4	-0.092738	0.39549	0.66961	0.999995	633	4	-0.092738
C19orf77	10	0.2306	0.49063	0.999965	413	3	-0.046658	0.37025	0.64809	0.999995	607	4	-0.046658
C12orf52	10	0.23129	0.49117	0.999965	414	3	-0.0031781	0.35472	0.63439	0.999995	597	4	-0.0031781
BCL6	10	0.23132	0.49119	0.999965	415	3	0.14676	0.16446	0.40295	0.975794	411	5	0.14676
C12orf4	10	0.23273	0.49268	0.999965	416	3	-0.051405	0.54398	0.79003	0.999995	739	1	-0.051405
C17orf62	10	0.23301	0.49291	0.999965	417	4	0.039608	0.41701	0.68678	0.999995	648	4	0.039608
BACH2	10	0.23373	0.49365	0.999965	418	4	-0.13179	0.5582	0.79724	0.999995	749	3	-0.13179
ACTL7A	10	0.23512	0.495	0.999965	419	3	0.017433	0.20857	0.46601	0.983606	473	4	0.017433
CBLC	10	0.23611	0.49594	0.999965	420	2	0.064556	0.26771	0.54535	0.999995	523	2	0.064556
C11orf35	10	0.23725	0.497	0.999965	421	3	0.01706	0.28787	0.57113	0.999995	544	4	0.01706
C2orf80	10	0.24088	0.50086	0.999965	422	3	0.11424	0.75652	0.89932	0.999995	861	3	0.11424
C4orf22	10	0.24127	0.5013	0.999965	423	2	0.0095877	0.0054913	0.029282	0.524841	55	3	0.0095877
C15orf60	10	0.24159	0.50157	0.999965	424	4	0.051154	0.47343	0.7332	0.999995	681	4	0.051154
C11orf30	10	0.24319	0.50313	0.999965	425	4	-0.061941	0.12323	0.3397	0.944193	358	4	-0.061941
ATP6V0A1	10	0.24704	0.50703	0.999965	426	4	-0.070696	0.28249	0.5647	0.999995	537	3	-0.070696
C1orf86	10	0.24859	0.50853	0.999965	427	4	-0.091823	0.40501	0.67692	0.999995	641	2	-0.091823
ASXL3	10	0.2496	0.50963	0.999965	428	4	-0.060968	0.23132	0.49672	0.999995	496	3	-0.060968
ANXA7	10	0.25013	0.51018	0.999965	429	4	0.020915	0.38333	0.65915	0.999995	620	3	0.020915
C12orf43	10	0.2536	0.51394	0.999965	430	3	-0.01697	0.80836	0.92097	0.999995	882	2	-0.01697
C15orf56	10	0.25529	0.51552	0.999965	431	3	0.18284	0.18931	0.43862	0.982282	443	5	0.18284
BTD	10	0.25552	0.51574	0.999965	432	4	0.011706	0.2248	0.4881	0.99512	487	4	0.011706
ALX3	10	0.25619	0.51642	0.999965	433	4	-0.12164	0.52463	0.77448	0.999995	724	3	-0.12164
C22orf26	10	0.25629	0.51649	0.999965	434	4	-0.022988	0.49407	0.74972	0.999995	701	3	-0.022988
AKT2	10	0.25706	0.51747	0.999965	435	2	0.17725	0.066182	0.21568	0.882932	243	5	0.17725
C17orf51	10	0.2626	0.52336	0.999965	436	4	-0.09825	0.43324	0.70009	0.999995	657	2	-0.09825
ABTB1	10	0.26285	0.52367	0.999965	437	4	-0.016783	0.34949	0.62972	0.999995	588	3	-0.016783
C15orf61	10	0.26638	0.52754	0.999965	438	4	-0.075697	0.76961	0.90636	0.999995	870	2	-0.075697
C19orf55	10	0.26692	0.52807	0.999965	439	4	0.074184	0.05916	0.19916	0.857625	232	3	0.074184
ANAPC1	10	0.26847	0.52984	0.999965	440	2	0.029426	0.023289	0.097649	0.686974	142	3	0.029426
C2orf82	10	0.26881	0.53026	0.999965	441	4	0.1459	0.20786	0.46501	0.983606	472	5	0.1459
BHLHE41	10	0.26949	0.53094	0.999965	442	4	-0.074338	0.3948	0.66894	0.999995	631	3	-0.074338
BRMS1L	10	0.27224	0.53408	0.999965	443	3	0.073799	0.25951	0.53415	0.999995	518	5	0.073799
C6orf203	10	0.27483	0.53688	0.999965	444	4	-0.026111	0.52096	0.77124	0.999995	720	3	-0.026111
API5	10	0.27708	0.5394	0.999965	445	4	-0.043521	0.098895	0.28922	0.928561	310	3	-0.043521
ATXN3	10	0.27765	0.53998	0.999965	446	3	0.049439	0.60218	0.81857	0.999995	772	3	0.049439
C16orf71	10	0.27866	0.5412	0.999965	447	4	-0.031969	0.081429	0.25163	0.913341	269	4	-0.031969
BRD3	10	0.27897	0.54159	0.999965	448	3	0.30075	0.014296	0.065134	0.658465	97	6	0.30075
ATF5	10	0.28263	0.54514	0.999965	449	4	0.0094722	0.2974	0.58291	0.999995	560	4	0.0094722
ACVR1B	10	0.28289	0.54536	0.999965	450	4	-0.067945	0.083448	0.25607	0.913341	273	3	-0.067945
BCL10	10	0.28441	0.54695	0.999965	451	4	0.0030549	0.53084	0.77963	0.999995	731	3	0.0030549
CBX7	10	0.28787	0.55001	0.999965	452	3	0.25719	0.094068	0.27859	0.917605	302	6	0.25719
ARHGAP35	10	0.28935	0.55149	0.999965	453	2	0.22994	0.11518	0.32288	0.94133	343	6	0.22994
ADAM12	10	0.29228	0.55429	0.999965	454	3	0.20184	0.091847	0.27365	0.915212	299	5	0.20184
BMI1	10	0.2923	0.55433	0.999965	455	4	-0.055005	0.18516	0.4332	0.982282	440	3	-0.055005
BABAM1	10	0.29347	0.5555	0.999965	456	3	0.03282	0.56666	0.80138	0.999995	758	2	0.03282
AEN	10	0.29358	0.55559	0.999965	457	4	-0.09513	0.52742	0.77666	0.999995	726	2	-0.09513
AP1AR	10	0.29791	0.5601	0.999965	458	3	-0.007074	0.3335	0.61504	0.999995	578	4	-0.007074
C17orf72	10	0.29923	0.5615	0.999965	459	4	0.24847	0.073848	0.23382	0.88567	264	5	0.24847
C9orf91	10	0.30129	0.56369	0.999965	460	4	0.17666	0.027164	0.11082	0.705966	156	5	0.17666
C10orf54	10	0.30155	0.5639	0.999965	461	4	-0.11391	0.80904	0.92114	0.999995	883	2	-0.11391
AIMP2	10	0.30233	0.56464	0.999965	462	4	-0.044097	0.9726	0.98045	0.999995	954	1	-0.044097
ALKBH8	10	0.30854	0.5712	0.999965	463	4	0.09461	0.28644	0.5697	0.999995	543	4	0.09461
C1orf192	10	0.30963	0.57247	0.999965	464	3	-0.13255	0.56501	0.80061	0.999995	754	3	-0.13255
AJUBA	10	0.31062	0.5733	0.999965	465	4	0.12854	0.083027	0.25521	0.913341	272	5	0.12854
AKAP8	10	0.31294	0.57578	0.999965	466	3	0.046992	0.15796	0.39328	0.975794	398	4	0.046992
ADH5	10	0.31322	0.57606	0.999965	467	4	0.097373	0.17952	0.42473	0.982282	427	4	0.097373
C3orf72	10	0.31326	0.5761	0.999965	468	4	0.27212	0.14457	0.37299	0.970615	384	5	0.27212
CASP9	10	0.31398	0.57694	0.999965	469	3	0.27692	0.069532	0.22354	0.88567	249	6	0.27692
ASXL1	10	0.31546	0.57846	0.999965	470	3	-0.023517	0.29813	0.58397	0.999995	561	4	-0.023517
ALKBH7	9	0.31564	0.56955	0.999965	471	3	-0.21145	0.5669	0.78092	0.999995	759	3	-0.21145
ASXL2	10	0.31897	0.58164	0.999965	472	3	0.14559	0.057034	0.19386	0.853993	227	3	0.14559
ANKRD23	10	0.32018	0.58294	0.999965	473	3	0.095913	0.097132	0.28493	0.925084	308	5	0.095913
C3orf80	10	0.32027	0.583	0.999965	474	4	-0.091515	0.034969	0.13675	0.754702	176	3	-0.091515
CAND2	10	0.32443	0.58703	0.999965	475	2	-0.0017064	0.67514	0.85625	0.999995	805	3	-0.0017064
BRMS1	10	0.326	0.58871	0.999965	476	3	-0.13546	0.42781	0.69534	0.999995	655	2	-0.13546
ADPRHL2	10	0.32622	0.58892	0.999965	477	3	0.063457	0.29671	0.58221	0.999995	558	5	0.063457
