sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
C19orf26_m1236007	C19orf26	1012.5/554.81	488.71/767.18	783.64	627.95	-0.31908	1.0472e+05	21532	1.061	0.14435	0.85565	0.2887	0.51928	False
C17orf70_m79519302	C17orf70	229.32/34.46	127.69/17.476	131.89	72.582	-0.85281	18985	3401.4	1.0605	0.14445	0.85555	0.2889	0.51954	False
C4orf32_p113107862	C4orf32	843.72/842.55	1061.7/947.76	843.14	1004.7	0.25269	0.6747	23228	1.0603	0.85549	0.14451	0.28903	0.51965	True
ARL3_p104465187	ARL3	243.74/222.27	128.98/171.84	233	150.41	-0.62804	230.51	6132	1.0602	0.14453	0.85547	0.28906	0.51965	False
C6orf70_p170155375	C6orf70	460.08/277.41	315.01/212.04	368.74	263.52	-0.48313	16685	9863.8	1.0598	0.14461	0.85539	0.28923	0.51981	False
BLZF1_p169345908	BLZF1	543.73/451.43	709.73/531.26	497.58	620.5	0.31793	4259.5	13453	1.0598	0.85537	0.14463	0.28925	0.51981	True
C14orf28_m45369868	C14orf28	735.55/480.72	642.97/300.58	608.13	471.78	-0.3656	32468	16560	1.0596	0.14466	0.85534	0.28932	0.51984	False
ATXN3_p92537326	ATXN3	957.65/1316.4	1265.2/1385.8	1137	1325.5	0.22112	64344	31659	1.0594	0.85529	0.14471	0.28943	0.51994	True
C2orf81_p74643285	C2orf81	1048.5/802.93	532.79/979.8	925.72	756.3	-0.29128	30157	25588	1.0592	0.14476	0.85524	0.28953	0.51995	False
C20orf111_m42831608	C20orf111	739.87/740.9	827.7/351.26	740.39	589.48	-0.32833	0.5227	20303	1.0591	0.14478	0.85522	0.28957	0.51995	False
BUB1B_p40457331	BUB1B	419.69/127.5	90.094/277.28	273.6	183.69	-0.57224	42688	7241.5	1.059	0.1448	0.8552	0.28959	0.51995	False
C16orf87_p46865022	C16orf87	767.28/852.89	1070.1/866.21	810.08	968.16	0.25688	3665	22285	1.0589	0.85518	0.14482	0.28964	0.51995	True
AKAP6_p32902734	AKAP6	1274.9/796.03	980.02/1449.9	1035.5	1215	0.23039	1.1468e+05	28736	1.0587	0.85513	0.14487	0.28974	0.52003	True
CCDC101_m28592443	CCDC101	1375.9/751.23	1144.6/618.64	1063.6	881.64	-0.27037	1.9511e+05	29544	1.0584	0.14493	0.85507	0.28986	0.52015	False
C9orf40_p77567423	C9orf40	369.22/380.79	727.23/234.76	375	481	0.35828	66.938	10037	1.058	0.85495	0.14505	0.29009	0.52022	True
ALX3_m110613202	ALX3	1184.1/1140.6	598.9/1345	1162.4	971.97	-0.25783	943.99	32390	1.0579	0.14506	0.85494	0.29011	0.52022	False
BIRC7_m61867501	BIRC7	1221.6/1330.2	877.61/1274.6	1275.9	1076.1	-0.24549	5895.1	35672	1.0578	0.14506	0.85494	0.29013	0.52022	False
CBR3_p37507502	CBR3	1300.9/1221.6	1962.6/957.08	1261.3	1459.9	0.2108	3143.6	35248	1.0578	0.85492	0.14508	0.29016	0.52022	True
CAMK2G_m75632749	CAMK2G	299.99/351.5	129.63/325.05	325.74	227.34	-0.51697	1326.5	8675.2	1.0574	0.14517	0.85483	0.29035	0.52022	False
BCL10_p85742014	BCL10	709.59/987.29	701.31/672.23	848.44	686.77	-0.30458	38559	23379	1.0573	0.14518	0.85482	0.29036	0.52022	False
ARID5B_m63810689	ARID5B	1390.3/1188.9	1445.4/732.23	1289.6	1088.8	-0.24397	20291	36069	1.0572	0.1452	0.8548	0.2904	0.52022	False
C11orf58_p16760334	C11orf58	487.48/887.35	462.79/622.13	687.42	542.46	-0.34111	79949	18800	1.0572	0.14521	0.85479	0.29042	0.52022	False
C1orf216_p36181848	C1orf216	148.55/329.1	390.19/255.14	238.82	322.67	0.43254	16298	6290.6	1.0571	0.85458	0.14542	0.29083	0.52022	True
C1orf226_m162351786	C1orf226	74.997/520.35	337.04/446.21	297.67	391.63	0.39459	99170	7902.4	1.0569	0.85466	0.14534	0.29067	0.52022	True
ACTR1A_m104248862	ACTR1A	1037/2091.7	1434.4/1250.7	1564.4	1342.5	-0.22047	5.5626e+05	44056	1.0569	0.14528	0.85472	0.29057	0.52022	False
C8orf34_p69243377	C8orf34	1029.8/904.58	1017.6/570.87	967.17	794.24	-0.28387	7835.4	26775	1.0568	0.14529	0.85471	0.29058	0.52022	False
ATN1_p7043422	ATN1	748.53/1536.9	1182.9/1479.6	1142.7	1331.2	0.22012	3.1079e+05	31824	1.0568	0.85469	0.14531	0.29061	0.52022	True
C1orf86_p2125236	C1orf86	1967.2/1607.6	1604.2/1495.3	1787.4	1549.8	-0.20569	64676	50577	1.0567	0.14533	0.85467	0.29067	0.52022	False
C20orf194_m3362090	C20orf194	275.47/296.36	318.89/436.89	285.91	377.89	0.40117	218.17	7579.3	1.0565	0.85456	0.14544	0.29088	0.52022	True
BCORL1_p129139255	BCORL1	2167.7/1800.6	1606.1/1860.6	1984.1	1733.4	-0.19483	67400	56353	1.0564	0.1454	0.8546	0.2908	0.52022	False
C20orf96_p270923	C20orf96	516.33/939.04	703.25/453.79	727.68	578.52	-0.33044	89345	19942	1.0563	0.14542	0.85458	0.29084	0.52022	False
ALKBH2_m109530499	ALKBH2	879.77/1080.3	1106.4/1201.7	980.05	1154.1	0.23559	20112	27144	1.0563	0.85458	0.14542	0.29085	0.52022	True
ACBD6_m180471277	ACBD6	1153.8/503.12	856.22/481.75	828.46	668.98	-0.30805	2.1169e+05	22809	1.056	0.14549	0.85451	0.29099	0.52031	False
BOD1_p173043210	BOD1	941.79/821.88	1046.8/1046.2	881.83	1046.5	0.24673	7189.3	24332	1.0556	0.85442	0.14558	0.29115	0.5204	True
C2orf62_m219221839	C2orf62	561.04/499.67	784.27/529.51	530.35	656.89	0.30818	1882.6	14372	1.0555	0.85441	0.14559	0.29119	0.5204	True
C10orf32_p104614106	C10orf32	1461/1433.5	1993.7/1326.4	1447.3	1660.1	0.19778	376.76	40646	1.0555	0.8544	0.1456	0.29119	0.5204	True
ADARB2_m1779308	ADARB2	1119.2/1156.1	904.18/995.53	1137.7	949.86	-0.26004	682.93	31678	1.0552	0.14567	0.85433	0.29133	0.52056	False
BASP1_p17275396	BASP1	1075.9/952.83	886.68/788.15	1014.4	837.42	-0.27627	7575.7	28130	1.0551	0.1457	0.8543	0.29139	0.52057	False
C1orf52_m85725172	C1orf52	1.4422/156.79	171.11/81.553	79.118	126.33	0.66841	12067	2003.8	1.0548	0.84839	0.15161	0.30323	0.53262	True
C17orf67_p54892223	C17orf67	1847.5/1445.6	1341/1497.7	1646.6	1419.4	-0.21409	80767	46456	1.0542	0.1459	0.8541	0.2918	0.52121	False
BMX_m15534252	BMX	317.29/320.48	484.18/347.77	318.89	415.97	0.38238	5.075	8486.3	1.0539	0.85399	0.14601	0.29203	0.52144	True
C11orf42_m6226897	C11orf42	354.79/268.79	186.67/245.24	311.79	215.96	-0.5278	3698.3	8290.8	1.0537	0.14602	0.85398	0.29204	0.52144	False
BSN_m49592128	BSN	1484.1/1619.6	1276.9/1386.4	1551.9	1331.6	-0.22064	9188.2	43691	1.0535	0.14605	0.85395	0.29209	0.52145	False
C1orf210_p43748601	C1orf210	1378.8/1066.5	1414.3/1420.2	1222.7	1417.2	0.21289	48748	34132	1.0532	0.85386	0.14614	0.29227	0.52167	True
C4orf48_m2044107	C4orf48	158.65/158.52	28.519/156.7	158.58	92.609	-0.76959	0.0084587	4116.7	1.053	0.14618	0.85382	0.29235	0.52173	False
CASP9_p15844633	CASP9	220.66/465.21	637.79/249.32	342.94	443.55	0.37021	29902	9150	1.0518	0.85354	0.14646	0.29292	0.52264	True
C12orf56_p64784275	C12orf56	367.77/168.86	249.54/464.27	268.31	356.91	0.41029	19784	7096.7	1.0516	0.85341	0.14659	0.29318	0.52277	True
BRD4_m15383903	BRD4	1135.1/534.13	1120.7/867.38	834.59	994.02	0.25193	1.8055e+05	22984	1.0516	0.85351	0.14649	0.29298	0.52265	True
C14orf159_m91626729	C14orf159	418.25/108.55	178.24/173.59	263.4	175.92	-0.57965	47958	6962.2	1.0514	0.14653	0.85347	0.29306	0.52272	False
AMHR2_m53817754	AMHR2	415.37/925.26	598.25/457.86	670.31	528.06	-0.34356	1.2999e+05	18316	1.0511	0.1466	0.8534	0.2932	0.52277	False
A1CF_p52601638	A1CF	1073/790.86	799.18/1402.1	931.95	1100.7	0.2398	39810	25766	1.051	0.85338	0.14662	0.29325	0.52277	True
C6orf120_m170102616	C6orf120	108.17/58.583	9.0742/72.233	83.376	40.654	-1.0184	1229.4	2115.5	1.0508	0.14667	0.85333	0.29334	0.52284	False
C14orf166_p52458043	C14orf166	308.64/218.82	23.982/328.54	263.73	176.26	-0.57865	4033.7	6971.3	1.0506	0.14673	0.85327	0.29346	0.52296	False
C10orf11_p77795770	C10orf11	2320.6/1995.3	1892.6/1902.5	2157.9	1897.6	-0.18539	52919	61472	1.05	0.14685	0.85315	0.2937	0.52321	False
CAB39L_m49951151	CAB39L	709.59/1302.6	812.14/849.32	1006.1	830.73	-0.27601	1.7583e+05	27892	1.05	0.14685	0.85315	0.29371	0.52321	False
ALPK2_m56279014	ALPK2	393.73/618.56	589.83/668.15	506.15	628.99	0.31292	25274	13693	1.0498	0.85309	0.14691	0.29382	0.52328	True
C19orf77_p3480390	C19orf77	545.17/606.5	649.46/764.85	575.84	707.15	0.2959	1880.7	15650	1.0497	0.85307	0.14693	0.29385	0.52328	True
CCDC113_p58283953	CCDC113	804.78/847.72	1196.5/772.43	826.25	984.46	0.25248	922.27	22746	1.049	0.85292	0.14708	0.29416	0.52373	True
ATR_p142286966	ATR	465.85/622.01	495.19/337.86	543.93	416.53	-0.38419	12193	14753	1.0489	0.14711	0.85289	0.29422	0.52374	False
ALKBH8_p107431523	ALKBH8	535.07/391.12	434.92/256.89	463.1	345.9	-0.4199	10361	12489	1.0488	0.14714	0.85286	0.29429	0.52374	False
ACTR1A_p104248833	ACTR1A	788.91/723.67	668.9/1145.8	756.29	907.36	0.26242	2128.4	20754	1.0487	0.85283	0.14717	0.29434	0.52374	True
C17orf51_m21454556	C17orf51	372.1/227.44	140.65/272.04	299.77	206.34	-0.53663	10464	7960	1.0486	0.14718	0.85282	0.29437	0.52374	False
ACVRL1_p52306287	ACVRL1	1655.7/1480.1	1429.2/2147.2	1567.9	1788.2	0.18956	15423	44159	1.0483	0.85276	0.14724	0.29448	0.52384	True
ABTB1_p127395242	ABTB1	826.41/1381.9	876.96/964.08	1104.1	920.52	-0.26214	1.5426e+05	30711	1.0478	0.14737	0.85263	0.29475	0.52422	False
ARID3B_m74836435	ARID3B	454.31/873.57	564.55/481.16	663.94	522.86	-0.34405	87889	18136	1.0476	0.14741	0.85259	0.29481	0.52422	False
BIN3_m22526558	BIN3	464.4/423.86	582.05/535.34	444.13	558.69	0.3304	821.85	11959	1.0476	0.85257	0.14743	0.29485	0.52422	True
BAIAP2L1_m97991670	BAIAP2L1	243.74/80.982	270.28/190.48	162.36	230.38	0.50222	13245	4218.4	1.0473	0.8516	0.1484	0.29679	0.52645	True
BBS9_p33185942	BBS9	559.59/718.5	579.45/975.14	639.05	777.3	0.28215	12625	17432	1.0471	0.85248	0.14752	0.29504	0.52446	True
C1orf226_m162351814	C1orf226	1038.4/640.96	617.05/743.88	839.69	680.46	-0.30294	78986	23129	1.047	0.14756	0.85244	0.29511	0.5245	False
C9orf78_m132596993	C9orf78	956.21/1125.1	887.33/838.25	1040.7	862.79	-0.27015	14267	28885	1.0466	0.14764	0.85236	0.29527	0.52469	False
ADAMTS5_m28338697	ADAMTS5	1048.5/727.11	556.77/891.26	887.81	724.01	-0.29387	51650	24503	1.0464	0.14769	0.85231	0.29537	0.52478	False
C12orf52_p113624560	C12orf52	817.76/496.23	331.21/702.52	656.99	516.87	-0.34549	51690	17939	1.0462	0.14773	0.85227	0.29547	0.52485	False
C2orf42_m70409067	C2orf42	109.61/292.91	360.38/193.98	201.26	277.18	0.45979	16800	5269.1	1.0458	0.85177	0.14823	0.29646	0.52623	True
C1orf94_m34663145	C1orf94	266.82/124.06	147.78/392.62	195.44	270.2	0.4653	10190	5111.3	1.0457	0.8517	0.1483	0.29661	0.52631	True
ATF1_m51189722	ATF1	431.23/966.61	890.57/796.31	698.92	843.44	0.2708	1.4332e+05	19126	1.045	0.85198	0.14802	0.29604	0.52576	True
CARM1_p10982509	CARM1	444.21/659.91	416.12/432.23	552.06	424.18	-0.37939	23264	14981	1.0449	0.14804	0.85196	0.29608	0.52576	False
AGAP3_p150783866	AGAP3	346.14/227.44	318.89/436.89	286.79	377.89	0.39678	7045.1	7603.3	1.0448	0.85187	0.14813	0.29626	0.52598	True
C3orf38_m88199252	C3orf38	1850.4/1600.7	1799.9/1190.1	1725.5	1495	-0.20676	31181	48765	1.0439	0.14826	0.85174	0.29652	0.52626	False
CCDC112_m114611742	CCDC112	1110.5/925.26	1678.1/708.35	1017.9	1193.2	0.22906	17163	28231	1.0435	0.85163	0.14837	0.29674	0.52645	True
C11orf21_m2322997	C11orf21	181.72/291.19	78.427/230.68	236.46	154.55	-0.61026	5991.4	6226.1	1.043	0.14847	0.85153	0.29695	0.52664	False
AMIGO2_m47472724	AMIGO2	755.74/899.41	924.92/1045	827.58	984.98	0.25093	10321	22784	1.0428	0.85149	0.14851	0.29703	0.52668	True
C9orf139_p139927615	C9orf139	458.64/368.73	404.45/203.3	413.68	303.88	-0.44378	4041.9	11111	1.0418	0.14874	0.85126	0.29748	0.5274	False
C10orf82_p118425306	C10orf82	1466.8/1035.5	1461/1430.7	1251.1	1445.8	0.20847	92982	34956	1.0412	0.8511	0.1489	0.29779	0.52784	True
C1orf227_m213009269	C1orf227	1107.6/1214.7	1074/1622.9	1161.2	1348.5	0.21553	5732.8	32356	1.0411	0.85108	0.14892	0.29784	0.52784	True
ARL8B_m5164253	ARL8B	304.31/620.29	674.09/482.91	462.3	578.5	0.32286	49919	12466	1.0407	0.85099	0.14901	0.29801	0.52804	True
ALOX5AP_p31309739	ALOX5AP	1060.1/1454.2	871.77/1252.4	1257.1	1062.1	-0.24302	77686	35129	1.0406	0.14903	0.85097	0.29805	0.52804	False
AKT1S1_p50376514	AKT1S1	760.07/1073.4	586.58/915.73	916.75	751.16	-0.28707	49101	25331	1.0405	0.14906	0.85094	0.29813	0.52807	False
C4orf27_m170663159	C4orf27	1125/796.03	794/1466.2	960.49	1130.1	0.23438	54095	26584	1.0403	0.85089	0.14911	0.29822	0.52811	True
BYSL_p41889372	BYSL	471.62/573.76	802.42/490.48	522.69	646.45	0.30606	5217.1	14157	1.0402	0.85087	0.14913	0.29825	0.52811	True
AEBP1_p44144293	AEBP1	884.1/1118.2	1018.3/1330.5	1001.2	1174.4	0.22999	27410	27750	1.0397	0.85077	0.14923	0.29847	0.52839	True
C18orf8_m21083647	C18orf8	285.57/758.13	353.25/443.3	521.85	398.27	-0.38901	1.1166e+05	14133	1.0395	0.14929	0.85071	0.29858	0.52851	False
C19orf48_m51301683	C19orf48	963.42/1147.5	1129.7/1336.9	1055.5	1233.3	0.22445	16947	29311	1.0388	0.85054	0.14946	0.29891	0.52893	True
C8orf82_p145754172	C8orf82	486.04/346.33	552.23/499.8	416.18	526.02	0.33718	9759.7	11181	1.0387	0.85053	0.14947	0.29894	0.52893	True
BSPRY_p116111849	BSPRY	1139.4/1111.3	878.26/1004.9	1125.4	941.55	-0.25702	392.91	31323	1.0386	0.14951	0.85049	0.29901	0.52893	False
ASNA1_p12849312	ASNA1	543.73/458.32	455.66/304.66	501.03	380.16	-0.39737	3647.1	13549	1.0384	0.14954	0.85046	0.29909	0.52893	False
CAB39L_p49957011	CAB39L	823.52/277.41	423.25/931.45	550.46	677.35	0.29876	1.4912e+05	14936	1.0382	0.85042	0.14958	0.29917	0.52893	True
C9orf139_p139927627	C9orf139	734.11/468.66	619.64/317.47	601.38	468.56	-0.35938	35231	16369	1.0382	0.1496	0.8504	0.29919	0.52893	False
C8orf76_m124253534	C8orf76	585.55/565.15	418.06/473.01	575.35	445.54	-0.36817	208.17	15636	1.0382	0.1496	0.8504	0.2992	0.52893	False
C1orf106_p200868654	C1orf106	1322.5/1185.4	1054.6/1064.9	1254	1059.7	-0.24265	9399.4	35038	1.0379	0.14965	0.85035	0.2993	0.52903	False
C18orf54_p51887119	C18orf54	817.76/749.51	1232.2/639.61	783.63	935.88	0.25585	2328.6	21532	1.0375	0.85026	0.14974	0.29948	0.52926	True
ANGPT2_m6420341	ANGPT2	589.88/413.52	274.17/487.57	501.7	380.87	-0.39662	15551	13568	1.0374	0.14979	0.85021	0.29957	0.52931	False
C18orf54_p51887203	C18orf54	647.57/130.95	340.28/650.1	389.26	495.19	0.34646	1.3345e+05	10433	1.0371	0.85014	0.14986	0.29971	0.52931	True
CBR3_p37507495	CBR3	448.54/1066.5	1099.9/714.17	757.54	907.05	0.25954	1.9097e+05	20790	1.0369	0.85011	0.14989	0.29979	0.52931	True
ADH5_m100003254	ADH5	1156.7/1206.1	891.87/1094.6	1181.4	993.21	-0.25009	1221.5	32940	1.0369	0.1499	0.8501	0.2998	0.52931	False
C8orf46_m67408722	C8orf46	535.07/170.58	275.47/631.45	352.83	453.46	0.36111	66429	9423.3	1.0367	0.85004	0.14996	0.29993	0.52931	True
ARL2_p64785830	ARL2	1921.1/2110.7	2324.3/2203.7	2015.9	2264	0.16738	17977	57287	1.0366	0.85004	0.14996	0.29992	0.52931	True
C1orf131_p231376766	C1orf131	1285/952.83	838.07/1034	1118.9	936.02	-0.25726	55184	31138	1.0366	0.14997	0.85003	0.29994	0.52931	False
C12orf52_m113624576	C12orf52	1414.8/930.43	1446.7/1273.4	1172.6	1360	0.21373	1.1733e+05	32687	1.0366	0.85003	0.14997	0.29994	0.52931	True
CCDC104_p55746939	CCDC104	625.94/491.06	342.23/519.61	558.5	430.92	-0.37337	9095.9	15162	1.0361	0.15008	0.84992	0.30015	0.5296	False
AKT3_m243858931	AKT3	359.12/668.53	416.77/855.14	513.83	635.95	0.30711	47867	13908	1.0356	0.8498	0.1502	0.30039	0.52991	True
C1orf87_m60538263	C1orf87	2150.4/1373.2	1468.7/1592.6	1761.8	1530.7	-0.20278	3.0198e+05	49827	1.0355	0.15022	0.84978	0.30043	0.52991	False
ABCB8_m150730720	ABCB8	144.22/258.45	300.75/252.23	201.34	276.49	0.45566	6523.9	5271.2	1.0351	0.84927	0.15073	0.30146	0.53107	True
ADAR_p154574121	ADAR	0/8.6151	0/0	4.3075	0	-2.408	37.11	98.411	1.0348	0.15039	0.84961	0.30078	0.53042	False
CCBL1_m131605063	CCBL1	268.26/323.93	261.86/513.79	296.09	387.82	0.38819	1549.5	7858.9	1.0347	0.84954	0.15046	0.30093	0.53053	True
BLMH_p28618451	BLMH	1125/863.23	992.33/1339.2	994.09	1165.8	0.22962	34250	27547	1.0344	0.84953	0.15047	0.30095	0.53053	True
BUB3_m124914440	BUB3	413.93/742.62	814.09/601.75	578.27	707.92	0.29137	54020	15718	1.0341	0.84945	0.15055	0.3011	0.53067	True
AXIN1_p396902	AXIN1	592.76/399.74	598.25/633.78	496.25	616.02	0.31134	18629	13416	1.034	0.84943	0.15057	0.30113	0.53067	True
C2orf82_p233735056	C2orf82	1256.2/1240.6	899/1211.6	1248.4	1055.3	-0.24217	122.13	34876	1.0338	0.15061	0.84939	0.30123	0.53075	False
C17orf107_m4803079	C17orf107	467.29/671.98	291.02/591.26	569.63	441.14	-0.36805	20948	15475	1.0329	0.15083	0.84917	0.30165	0.53131	False
C20orf197_p58645069	C20orf197	1163.9/1102.7	1499.2/1134.2	1133.3	1316.7	0.21618	1870.6	31552	1.0323	0.84904	0.15096	0.30192	0.53165	True
APPL2_m105610901	APPL2	318.74/429.03	202.87/338.45	373.88	270.66	-0.46464	6082.3	10006	1.0323	0.15098	0.84902	0.30195	0.53165	False
BRDT_m92441942	BRDT	709.59/851.17	724.64/1138.2	780.38	931.45	0.255	10023	21439	1.0317	0.8489	0.1511	0.3022	0.53199	True
AJUBA_p23444268	AJUBA	2622/2565.6	2715.1/3034.9	2593.8	2875	0.14847	1592.8	74375	1.0313	0.8488	0.1512	0.3024	0.53216	True
C22orf43_m23974110	C22orf43	418.25/501.4	302.69/387.38	459.82	345.03	-0.4133	3456.5	12397	1.031	0.15126	0.84874	0.30253	0.53222	False
ARID3C_m34627970	ARID3C	644.69/696.1	781.03/838.83	670.39	809.93	0.27243	1321.6	18318	1.031	0.84873	0.15127	0.30254	0.53222	True
C14orf119_m23566908	C14orf119	585.55/858.06	959.92/773.59	721.81	866.76	0.26368	37130	19775	1.0308	0.84867	0.15133	0.30266	0.53232	True
C20orf197_p58645043	C20orf197	1130.7/1045.9	1133/1402.1	1088.3	1267.6	0.21979	3600.1	30255	1.0306	0.84863	0.15137	0.30273	0.53237	True
ATAD2_p124408563	ATAD2	317.29/461.77	550.94/438.64	389.53	494.79	0.34428	10436	10440	1.0301	0.84851	0.15149	0.30297	0.53255	True
AAAS_p53714441	AAAS	393.73/563.43	708.44/482.91	478.58	595.67	0.31517	14398	12921	1.0301	0.84852	0.15148	0.30296	0.53255	True
C3orf70_m184870592	C3orf70	155.76/263.62	397.97/174.17	209.69	286.07	0.44628	5816.7	5497.8	1.0301	0.84817	0.15183	0.30367	0.53279	True
C4orf48_p2044493	C4orf48	755.74/1371.5	1024.1/749.12	1063.6	886.61	-0.26236	1.8959e+05	29545	1.0299	0.15154	0.84846	0.30307	0.53255	False
C7orf61_m100061233	C7orf61	797.56/854.62	830.94/1131.8	826.09	981.39	0.24825	1627.4	22741	1.0298	0.84846	0.15154	0.30309	0.53255	True
ALOX5_p45869786	ALOX5	758.62/734	612.51/585.44	746.31	598.97	-0.31682	303.04	20471	1.0298	0.15155	0.84845	0.3031	0.53255	False
C14orf28_p45369702	C14orf28	587/685.76	513.34/488.15	636.38	500.75	-0.34519	4877.2	17357	1.0295	0.15163	0.84837	0.30325	0.53262	False
AKT3_m244006429	AKT3	165.86/360.11	348.06/349.51	262.98	348.79	0.40603	18867	6950.8	1.0292	0.84818	0.15182	0.30364	0.53279	True
C17orf89_p79213358	C17orf89	1537.4/989.01	1074.6/1838.4	1263.2	1456.5	0.20529	1.5039e+05	35305	1.0289	0.84823	0.15177	0.30354	0.53279	True
C12orf39_p21679878	C12orf39	787.47/1259.5	954.09/746.21	1023.5	850.15	-0.26743	1.1142e+05	28392	1.0288	0.15179	0.84821	0.30359	0.53279	False
AATF_m35306444	AATF	647.57/785.69	904.83/816.7	716.63	860.76	0.26405	9539.2	19629	1.0288	0.8482	0.1518	0.30359	0.53279	True
ADIRF_p88729951	ADIRF	426.91/422.14	283.25/346.02	424.52	314.63	-0.43099	11.363	11413	1.0288	0.1518	0.8482	0.30359	0.53279	False
C12orf68_m48577936	C12orf68	201.91/594.44	448.53/560.39	398.18	504.46	0.34056	77038	10680	1.0284	0.84811	0.15189	0.30379	0.53291	True
BAZ2A_p57011246	BAZ2A	1150.9/820.16	1569.2/741.55	985.54	1155.4	0.22916	54701	27302	1.0279	0.84799	0.15201	0.30401	0.5332	True
ACSS2_m33501222	ACSS2	650.45/754.68	888.63/801.55	702.57	845.09	0.26612	5431.5	19230	1.0278	0.84797	0.15203	0.30406	0.5332	True
CCDC117_p29168981	CCDC117	212.01/425.58	154.91/293.59	318.8	224.25	-0.50563	22807	8483.8	1.0275	0.1521	0.8479	0.30421	0.53336	False
BBS9_p33192327	BBS9	318.74/192.98	473.8/206.8	255.86	340.3	0.41007	7907.7	6755.8	1.0274	0.84773	0.15227	0.30453	0.53384	True
ARID3C_m34627977	ARID3C	3281.1/2989.4	2744.3/2908.5	3135.3	2826.4	-0.14956	42541	90512	1.0266	0.15231	0.84769	0.30461	0.53389	False
C12orf52_p113624659	C12orf52	657.67/477.28	850.39/539.42	567.47	694.9	0.2918	16270	15414	1.0264	0.84764	0.15236	0.30471	0.53396	True
ARNTL2_p27521189	ARNTL2	278.35/539.3	292.32/740.39	408.83	516.35	0.33613	34047	10976	1.0263	0.84762	0.15238	0.30476	0.53396	True
ATF1_m51173970	ATF1	615.84/1052.8	905.48/1074.2	834.3	989.83	0.24633	95450	22976	1.026	0.84756	0.15244	0.30487	0.53405	True
ARID3A_m929657	ARID3A	398.06/725.39	762.88/613.98	561.73	688.43	0.29298	53572	15253	1.0259	0.84754	0.15246	0.30492	0.53405	True
C16orf70_p67144092	C16orf70	724.01/734	751.22/996.7	729.01	873.96	0.2613	49.951	19980	1.0255	0.84743	0.15257	0.30514	0.53434	True
C11orf85_p64722218	C11orf85	262.49/503.12	373.99/184.08	382.8	279.03	-0.45478	28952	10254	1.0251	0.15266	0.84734	0.30532	0.53457	False
AIMP2_m6049078	AIMP2	478.83/653.02	674.09/711.84	565.92	692.96	0.2917	15172	15371	1.0247	0.84724	0.15276	0.30551	0.53475	True
CCDC11_p47788516	CCDC11	1269.2/987.29	1386.4/1233.2	1128.2	1309.8	0.21511	39732	31406	1.0246	0.84722	0.15278	0.30556	0.53475	True
C9orf156_p100678580	C9orf156	1600.9/1151	1753.9/1400.4	1375.9	1577.2	0.19678	1.0122e+05	38573	1.0245	0.84721	0.15279	0.30559	0.53475	True
C6orf223_m43968762	C6orf223	535.07/511.74	444.64/358.25	523.41	401.44	-0.38189	272.36	14177	1.0243	0.15284	0.84716	0.30568	0.53476	False
AKR1B1_p134136429	AKR1B1	2443.2/2548.3	3048.3/2490.9	2495.8	2769.6	0.15013	5530.2	71466	1.0243	0.84715	0.15285	0.3057	0.53476	True
C9orf169_p140120130	C9orf169	1381.7/737.45	581.4/1186.6	1059.6	884	-0.26108	2.0751e+05	29428	1.0234	0.15306	0.84694	0.30611	0.53539	False
BARHL2_p91182634	BARHL2	1283.6/911.47	1096.7/740.97	1097.5	918.83	-0.25615	69239	30521	1.0229	0.15317	0.84683	0.30634	0.53569	False
ANAPC11_p79852372	ANAPC11	816.31/1149.3	849.09/1454	982.78	1151.5	0.2284	55424	27223	1.0228	0.84679	0.15321	0.30642	0.53573	True
CACNA1A_m13617027	CACNA1A	839.39/883.91	679.92/728.15	861.65	704.04	-0.29107	990.9	23756	1.0226	0.15325	0.84675	0.3065	0.53579	False
ANG_m21161790	ANG	281.24/403.19	246.3/242.91	342.21	244.61	-0.48275	7435.5	9129.9	1.0221	0.15336	0.84664	0.30672	0.53603	False
ALX1_m85674067	ALX1	494.69/568.59	768.07/540.58	531.64	654.33	0.29904	2730.9	14408	1.0221	0.84663	0.15337	0.30675	0.53603	True
AHRR_p353901	AHRR	970.63/1204.4	1152.4/1377.7	1087.5	1265	0.21798	27320	30233	1.0211	0.84639	0.15361	0.30723	0.53651	True
C11orf63_m122756581	C11orf63	1192.7/670.25	1194.6/996.11	931.5	1095.3	0.23352	1.365e+05	25753	1.0209	0.84636	0.15364	0.30728	0.53651	True
APBA1_m72132072	APBA1	1088.9/1760.9	956.04/1485.4	1424.9	1220.7	-0.22295	2.2581e+05	39995	1.0209	0.15364	0.84636	0.30728	0.53651	False
C9orf96_p136243348	C9orf96	1429.3/868.4	772.61/1159.8	1148.8	966.2	-0.24953	1.5729e+05	32000	1.0209	0.15364	0.84636	0.30728	0.53651	False
ADIRF_m88728350	ADIRF	239.41/232.61	134.17/177.67	236.01	155.92	-0.59493	23.164	6213.9	1.0209	0.15365	0.84635	0.30729	0.53651	False
C1orf101_p244681907	C1orf101	1436.5/628.9	911.96/807.96	1032.7	859.96	-0.26379	3.2609e+05	28656	1.0204	0.15377	0.84623	0.30755	0.53686	False
AXIN1_m396876	AXIN1	1100.4/1064.8	755.75/1055.5	1082.6	905.64	-0.25727	634.15	30092	1.0203	0.1538	0.8462	0.3076	0.53686	False
