sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
C1orf210_m43748693	C1orf210	1125/1008	1168.6/1159.2	1066.5	1163.9	0.12606	6843.4	29627	0.56626	0.71439	0.28561	0.57122	0.75456	True
ALX1_p85674177	ALX1	1130.7/1163	1507/989.12	1146.9	1248	0.12186	522.02	31943	0.56605	0.71432	0.28568	0.57136	0.75456	True
C11orf49_p47008814	C11orf49	636.03/697.82	633.25/853.4	666.93	743.32	0.15624	1908.9	18220	0.56598	0.71429	0.28571	0.57141	0.75456	True
BMI1_m22615882	BMI1	540.84/559.98	674.09/565.05	550.41	619.57	0.17046	183.1	14935	0.56588	0.71426	0.28574	0.57148	0.75456	True
C1orf185_p51578170	C1orf185	615.84/559.98	436.21/596.5	587.91	516.36	-0.18689	1560.2	15990	0.56586	0.28574	0.71426	0.57149	0.75456	False
BLM_m91292726	BLM	749.97/827.05	765.48/978.06	788.51	871.77	0.14464	2970.5	21671	0.56557	0.71416	0.28584	0.57169	0.75473	True
CASP6_m110615732	CASP6	562.48/659.91	720.75/355.92	611.2	538.34	-0.18281	4747	16646	0.56471	0.28613	0.71387	0.57227	0.7554	False
C9orf78_m132597488	C9orf78	497.58/484.17	553.53/298.25	490.87	425.89	-0.20442	89.899	13265	0.56422	0.2863	0.7137	0.5726	0.75565	False
C1orf173_m75114907	C1orf173	565.36/728.84	731.12/713.01	647.1	722.07	0.15791	13362	17660	0.56413	0.71367	0.28633	0.57267	0.75565	True
C14orf132_m96552902	C14orf132	129.8/129.23	154.91/41.942	129.51	98.426	-0.39251	0.16608	3338	0.5641	0.28634	0.71366	0.57269	0.75565	False
ADAP1_m975089	ADAP1	462.96/613.39	537.97/674.56	538.18	606.27	0.17157	11315	14591	0.56368	0.71351	0.28649	0.57297	0.75593	True
AMHR2_p53817703	AMHR2	889.87/975.23	991.68/1054.4	932.55	1023	0.13346	3643	25783	0.56348	0.71344	0.28656	0.57311	0.75601	True
AGPAT3_m45379606	AGPAT3	369.22/286.02	341.58/208.54	327.62	275.06	-0.25142	3460.7	8727	0.56307	0.28669	0.71331	0.57339	0.75625	False
C1orf53_p197871804	C1orf53	1064.4/870.12	895.11/855.14	967.25	875.13	-0.14424	18868	26777	0.56298	0.28672	0.71328	0.57345	0.75625	False
ALOX15_m4544866	ALOX15	695.16/723.67	746.03/829.51	709.42	787.77	0.15095	406.18	19424	0.56222	0.71302	0.28698	0.57396	0.7568	True
ATR_p142285016	ATR	871.12/637.52	938.53/408.35	754.32	673.44	-0.16339	27285	20698	0.56214	0.28701	0.71299	0.57402	0.7568	False
BOLL_m198643700	BOLL	687.95/859.78	1104.5/606.99	773.87	855.73	0.14488	14763	21254	0.56148	0.71276	0.28724	0.57447	0.75725	True
C19orf40_p33464170	C19orf40	888.43/497.95	946.31/285.44	693.19	615.87	-0.17035	76235	18964	0.56143	0.28725	0.71275	0.57451	0.75725	False
BTK_m100630134	BTK	1427.8/1626.5	1729.3/1557.7	1527.2	1643.5	0.10582	19741	42972	0.56104	0.71261	0.28739	0.57477	0.7575	True
ADPRHL2_m36554563	ADPRHL2	1187/408.35	808.25/620.97	797.66	714.61	-0.15841	3.0312e+05	21931	0.5608	0.28747	0.71253	0.57493	0.7576	False
ASCC3_m101315797	ASCC3	275.47/153.35	149.08/196.31	214.41	172.69	-0.31054	7456.8	5625.9	0.5606	0.28753	0.71247	0.57507	0.7576	False
C5orf51_p41904538	C5orf51	520.65/503.12	528.9/362.91	511.89	445.9	-0.19867	153.68	13854	0.5606	0.28754	0.71246	0.57507	0.7576	False
CALM1_p90867724	CALM1	1322.5/2243.4	1861.5/1956.1	1783	1908.8	0.098353	4.2396e+05	50447	0.56036	0.71238	0.28762	0.57523	0.75771	True
AIF1_m31584175	AIF1	151.44/0	138.71/61.747	75.718	100.23	0.39995	11466	1914.7	0.56011	0.69975	0.30025	0.60049	0.77515	True
ADAMTS5_m28338537	ADAMTS5	963.42/1244	699.36/1311.8	1103.7	1005.6	-0.13419	39367	30699	0.55999	0.28774	0.71226	0.57549	0.75794	False
C8orf42_m444524	C8orf42	973.52/980.4	799.83/969.9	976.96	884.86	-0.14268	23.647	27056	0.55988	0.28778	0.71222	0.57556	0.75794	False
ANKRD1_m92680759	ANKRD1	399.5/627.18	408.99/485.82	513.34	447.41	-0.19792	25918	13894	0.55937	0.28795	0.71205	0.57591	0.7582	False
C3orf37_m128998664	C3orf37	209.13/263.62	252.13/132.82	236.37	192.47	-0.29502	1484.9	6223.8	0.5593	0.28798	0.71202	0.57596	0.7582	False
ACLY_p40070039	ACLY	308.64/244.67	91.39/366.41	276.65	228.9	-0.27229	2046.3	7325.3	0.55926	0.28799	0.71201	0.57599	0.7582	False
BATF_p75991478	BATF	258.16/273.96	246.95/191.65	266.06	219.3	-0.2777	124.77	7035	0.55909	0.28805	0.71195	0.5761	0.75825	False
C10orf90_p128193522	C10orf90	2176.4/2374.3	2031.3/2234.6	2275.3	2132.9	-0.09319	19594	64940	0.55876	0.28816	0.71184	0.57633	0.75845	False
ARHGEF10_m1808109	ARHGEF10	100.96/230.88	204.82/200.39	165.92	202.6	0.2866	8440.5	4314.2	0.55848	0.71007	0.28993	0.57986	0.76045	True
C11orf74_m36669640	C11orf74	1250.4/1337.1	1226.3/1148.7	1293.7	1187.5	-0.12349	3752.3	36189	0.55836	0.2883	0.7117	0.5766	0.75861	False
C9orf3_m97522100	C9orf3	536.52/699.54	501.68/589.51	618.03	545.59	-0.17954	13289	16839	0.55821	0.28835	0.71165	0.5767	0.75864	False
C14orf159_m91626666	C14orf159	174.51/234.33	69.353/258.64	204.42	164	-0.31615	1789.1	5354.8	0.55785	0.28847	0.71153	0.57695	0.75886	False
C15orf61_p67813617	C15orf61	1025.4/1345.7	1031.2/1137.1	1185.6	1084.2	-0.12888	51275	33060	0.55771	0.28852	0.71148	0.57704	0.75889	False
ANKRD54_p38240189	ANKRD54	545.17/410.08	612.51/216.12	477.62	414.31	-0.20469	9125	12895	0.55756	0.28857	0.71143	0.57714	0.75892	False
C9orf169_m140120240	C9orf169	325.95/434.2	316.3/556.31	380.07	436.31	0.19857	5859.2	10178	0.55738	0.71134	0.28866	0.57732	0.75905	True
ATPAF2_m17942302	ATPAF2	676.42/873.57	777.14/610.48	774.99	693.81	-0.15942	19435	21286	0.5564	0.28897	0.71103	0.57793	0.75968	False
AGBL5_p27275876	AGBL5	432.67/611.67	446.58/465.44	522.17	456.01	-0.19507	16020	14142	0.55638	0.28897	0.71103	0.57795	0.75968	False
ATF4_p39917542	ATF4	111.05/205.04	82.964/163.69	158.05	123.33	-0.35531	4416.6	4102.3	0.55617	0.28905	0.71095	0.5781	0.75976	False
C8orf47_m99105545	C8orf47	276.91/399.74	252.78/529.51	338.33	391.15	0.20873	7543.3	9022.5	0.5561	0.71087	0.28913	0.57825	0.75976	True
C7orf55_p139026184	C7orf55	0/94.766	68.057/0	47.383	34.028	-0.46597	4490.3	1178.4	0.55604	0.28909	0.71091	0.57818	0.75976	False
BARX2_m129245966	BARX2	571.13/280.85	375.93/357.09	425.99	366.51	-0.21642	42131	11454	0.55586	0.28915	0.71085	0.57831	0.75976	False
ADCK2_m140373177	ADCK2	571.13/780.53	765.48/435.14	675.83	600.31	-0.17068	21923	18472	0.55563	0.28923	0.71077	0.57846	0.75986	False
ALKBH7_p6372872	ALKBH7	1387.4/954.55	1058.4/1484.3	1171	1271.4	0.11853	93699	32639	0.5555	0.71072	0.28928	0.57855	0.75988	True
CALML6_m1847140	CALML6	592.76/590.99	548.34/494.56	591.88	521.45	-0.18244	1.5672	16102	0.55502	0.28944	0.71056	0.57888	0.76018	False
BAZ1A_p35343784	BAZ1A	595.65/832.22	1027.3/555.73	713.93	791.53	0.14866	27982	19552	0.55494	0.71053	0.28947	0.57893	0.76018	True
C2orf80_m209047695	C2orf80	663.43/1516.3	1042.9/1329.9	1089.8	1186.4	0.12235	3.6365e+05	30300	0.55467	0.71044	0.28956	0.57912	0.76033	True
ARL8A_m202113627	ARL8A	820.64/1362.9	1225.7/1151.1	1091.8	1188.4	0.1222	1.4703e+05	30355	0.55442	0.71035	0.28965	0.57929	0.76042	True
CBX5_m54651314	CBX5	160.09/468.66	302.04/225.44	314.37	263.74	-0.2525	47608	8362	0.55434	0.28967	0.71033	0.57934	0.76042	False
C14orf93_m23468143	C14orf93	706.7/789.14	761.59/575.53	747.92	668.56	-0.1616	3398.1	20517	0.55406	0.28977	0.71023	0.57954	0.76045	False
BLOC1S2_m102046399	BLOC1S2	144.22/34.46	24.63/107.18	89.343	65.907	-0.43325	6024.1	2272.5	0.55376	0.28987	0.71013	0.57974	0.76045	False
CABLES1_p20814562	CABLES1	467.29/287.74	443.34/200.39	377.52	321.86	-0.22943	16118	10107	0.55374	0.28988	0.71012	0.57975	0.76045	False
C6orf89_p36867258	C6orf89	950.44/813.26	1031.2/905.24	881.85	968.23	0.13467	9409.1	24333	0.55374	0.71012	0.28988	0.57976	0.76045	True
C17orf51_m21454537	C17orf51	1817.2/1156.1	1792.8/954.17	1486.7	1373.5	-0.11418	2.1852e+05	41793	0.55372	0.28989	0.71011	0.57977	0.76045	False
ADAR_p154574043	ADAR	751.41/1014.9	1103.2/835.92	883.13	969.54	0.13453	34701	24370	0.55353	0.71005	0.28995	0.5799	0.76045	True
BCL2L10_p52404791	BCL2L10	705.26/880.46	601.49/1147.6	792.86	874.53	0.14127	15348	21795	0.55321	0.70994	0.29006	0.58012	0.76064	True
C7orf29_p150027552	C7orf29	386.52/737.45	638.44/622.13	561.99	630.29	0.16519	61575	15260	0.55288	0.70983	0.29017	0.58034	0.76082	True
BCLAF1_m136599682	BCLAF1	630.26/1554.2	1094.1/897.67	1092.2	995.88	-0.13308	4.2679e+05	30368	0.55279	0.2902	0.7098	0.58041	0.76082	False
BRF1_p105695149	BRF1	37.498/286.02	266.39/128.74	161.76	197.57	0.28687	30882	4202.2	0.55236	0.70781	0.29219	0.58438	0.76376	True
C10orf99_m85936253	C10orf99	249.51/251.56	318.25/272.62	250.53	295.43	0.23695	2.1033	6610.3	0.55223	0.70931	0.29069	0.58139	0.76151	True
BACH1_m30693681	BACH1	151.44/151.63	97.872/138.06	151.53	117.96	-0.35856	0.017883	3927.3	0.5517	0.29058	0.70942	0.58116	0.76151	False
C5orf34_p43506439	C5orf34	135.57/520.35	327.97/431.07	327.96	379.52	0.21005	74027	8736.5	0.55159	0.70932	0.29068	0.58136	0.76151	True
C10orf35_m71391571	C10orf35	458.64/306.7	478.34/175.34	382.67	326.84	-0.22686	11543	10250	0.55157	0.29062	0.70938	0.58124	0.76151	False
C8orf37_m96281404	C8orf37	764.39/789.14	980.67/733.98	776.77	857.32	0.14218	306.25	21337	0.55148	0.70935	0.29065	0.5813	0.76151	True
C6orf165_p88120298	C6orf165	483.15/544.47	784.27/373.4	513.81	578.84	0.17159	1880	13908	0.55136	0.7093	0.2907	0.58139	0.76151	True
AIRE_p45705978	AIRE	1162.5/709.88	637.14/1057.9	936.17	847.5	-0.14339	1.0241e+05	25887	0.55109	0.29079	0.70921	0.58157	0.76164	False
BCL2L10_m52404822	BCL2L10	465.85/518.63	455.01/656.5	492.24	555.76	0.17476	1392.9	13303	0.55071	0.70908	0.29092	0.58184	0.76189	True
AMOTL1_p94501663	AMOTL1	767.28/751.23	816.68/542.91	759.26	679.8	-0.15926	128.68	20839	0.55044	0.29101	0.70899	0.58202	0.76203	False
C2orf80_p209047752	C2orf80	1608.1/1306	1252.9/1883.9	1457.1	1568.4	0.10613	45621	40931	0.55018	0.7089	0.2911	0.5822	0.76216	True
ALOX5AP_p31318194	ALOX5AP	118.26/132.67	167.23/146.21	125.47	156.72	0.31858	103.79	3230.1	0.54986	0.70477	0.29523	0.59047	0.76836	True
ACVRL1_m52306307	ACVRL1	803.33/947.66	1070.1/851.65	875.5	960.88	0.13411	10415	24151	0.54942	0.70864	0.29136	0.58272	0.76274	True
BCR_p23523224	BCR	500.46/329.1	564.55/149.13	414.78	356.84	-0.21651	14683	11142	0.54901	0.2915	0.7085	0.583	0.76301	False
BUB1_m111431727	BUB1	1112/982.12	1398.7/882.52	1047	1140.6	0.12339	8431.3	29068	0.54887	0.70845	0.29155	0.5831	0.76304	True
BAZ2A_p57009281	BAZ2A	1501.4/1607.6	1567.9/1311.8	1554.5	1439.9	-0.11042	5638.3	43768	0.54782	0.29191	0.70809	0.58382	0.76376	False
C19orf57_p14006311	C19orf57	719.68/771.91	722.05/926.21	745.8	824.13	0.14391	1363.9	20456	0.54769	0.70805	0.29195	0.58391	0.76376	True
ANKLE2_m133338338	ANKLE2	839.39/766.74	539.92/903.49	803.07	721.7	-0.15391	2638.8	22085	0.54747	0.29203	0.70797	0.58405	0.76376	False
AKNA_m117143585	AKNA	180.28/510.01	623.53/171.84	345.15	397.69	0.20387	54361	9211	0.54744	0.70791	0.29209	0.58417	0.76376	True
CABIN1_m24434868	CABIN1	861.02/640.96	834.83/824.27	750.99	829.55	0.14335	24214	20604	0.54728	0.70791	0.29209	0.58419	0.76376	True
CAND1_m67686411	CAND1	67.786/196.42	38.89/164.27	132.1	101.58	-0.37581	8273.9	3407.2	0.54712	0.29215	0.70785	0.5843	0.76376	False
BMP2K_p79697705	BMP2K	524.98/816.71	486.12/1003.7	670.84	744.9	0.15086	42553	18331	0.54699	0.70781	0.29219	0.58438	0.76376	True
C11orf24_m68030345	C11orf24	638.92/554.81	517.23/537.09	596.86	527.16	-0.17885	3536.9	16242	0.54695	0.29221	0.70779	0.58441	0.76376	False
C19orf43_m12845379	C19orf43	170.19/394.57	379.17/280.19	282.38	329.68	0.22272	25174	7482.3	0.54688	0.70761	0.29239	0.58478	0.76404	True
BAZ2A_m57011212	BAZ2A	501.9/441.09	659.18/407.18	471.5	533.18	0.17702	1849	12723	0.54685	0.70775	0.29225	0.58449	0.76376	True
CAMKK2_m121712217	CAMKK2	1244.7/997.63	1346.2/703.1	1121.1	1024.7	-0.1297	30513	31201	0.54618	0.29247	0.70753	0.58494	0.7641	False
ATF3_m212788541	ATF3	362/871.85	379.82/712.43	616.93	546.12	-0.17557	1.2997e+05	16808	0.54612	0.29249	0.70751	0.58498	0.7641	False
BIRC7_p61867507	BIRC7	1463.9/1152.7	926.87/1480.8	1308.3	1203.8	-0.11997	48418	36610	0.54599	0.29253	0.70747	0.58507	0.76412	False
CCDC110_m186383846	CCDC110	947.56/1361.2	1042.9/1070.1	1154.4	1056.5	-0.12771	85542	32160	0.5458	0.2926	0.7074	0.5852	0.76414	False
C22orf31_m29456731	C22orf31	982.17/959.72	934/828.93	970.95	881.46	-0.13934	252.06	26883	0.54575	0.29262	0.70738	0.58524	0.76414	False
BEX2_p102564764	BEX2	418.25/489.34	385.65/642.52	453.79	514.09	0.17961	2526.5	12229	0.54523	0.7072	0.2928	0.5856	0.76452	True
ADD1_p2877761	ADD1	1384.6/628.9	1099.3/1096.3	1006.7	1097.8	0.12481	2.8551e+05	27910	0.54508	0.70715	0.29285	0.5857	0.76452	True
ATOH8_p85981305	ATOH8	473.06/727.11	669.55/669.9	600.09	669.72	0.15815	32272	16333	0.54491	0.70709	0.29291	0.58581	0.76452	True
ANKRD32_p93966264	ANKRD32	385.08/267.07	232.04/318.64	326.07	275.34	-0.24317	6963.6	8684.4	0.54489	0.29292	0.70708	0.58583	0.76452	False
C2orf78_m74040711	C2orf78	0/70.644	82.964/19.806	35.322	51.385	0.52832	2495.3	869.36	0.5448	0.66881	0.33119	0.66237	0.81565	True
C20orf195_m62187045	C20orf195	1077.4/1166.5	792.05/1259.4	1121.9	1025.7	-0.1292	3971.3	31224	0.54435	0.2931	0.7069	0.5862	0.7649	False
BATF2_p64761906	BATF2	338.93/129.23	160.1/223.11	234.08	191.6	-0.28752	21988	6161.2	0.54409	0.29319	0.70681	0.58638	0.76504	False
C9orf66_m215304	C9orf66	509.11/694.38	329.91/734.56	601.74	532.24	-0.17677	17161	16380	0.5431	0.29353	0.70647	0.58706	0.76575	False
ADRB2_p148206467	ADRB2	747.09/897.69	667.6/813.78	822.39	740.69	-0.15075	11341	22636	0.54299	0.29357	0.70643	0.58714	0.76575	False
AGFG1_m228337217	AGFG1	330.28/599.61	371.4/436.89	464.94	404.14	-0.20172	36270	12540	0.54296	0.29358	0.70642	0.58716	0.76575	False
C1orf86_p2125311	C1orf86	1.4422/34.46	42.13/16.311	17.951	29.221	0.67323	545.1	431.36	0.5426	0.63574	0.36426	0.72853	0.85624	True
CA9_p35674030	CA9	718.24/1063.1	885.39/725.82	890.67	805.6	-0.14465	59464	24585	0.54252	0.29373	0.70627	0.58746	0.76604	False
ABCF1_p30539272	ABCF1	1090.3/1008	974.18/939.03	1049.2	956.61	-0.1331	3393	29129	0.54225	0.29382	0.70618	0.58765	0.76612	False
APOBEC3G_p39477005	APOBEC3G	2311.9/2205.5	2171.3/2621.4	2258.7	2396.3	0.08531	5667.6	64448	0.54222	0.70617	0.29383	0.58767	0.76612	True
C16orf62_m19566895	C16orf62	633.15/578.93	658.53/692.62	606.04	675.57	0.15646	1469.6	16501	0.54131	0.70585	0.29415	0.58829	0.76683	True
ATF2_p175982805	ATF2	321.62/229.16	213.24/429.9	275.39	321.57	0.22291	4274.5	7290.7	0.54086	0.70551	0.29449	0.58897	0.76755	True
ACD_p67694285	ACD	597.09/480.72	566.49/641.94	538.91	604.22	0.16474	6771	14612	0.54029	0.7055	0.2945	0.589	0.76755	True
ATF6B_p32095902	ATF6B	875.45/651.3	663.72/1019.4	763.37	841.57	0.14051	25121	20956	0.54015	0.70545	0.29455	0.5891	0.76756	True
BCL10_p85733603	BCL10	927.37/839.11	684.46/913.4	883.24	798.93	-0.14457	3894.7	24373	0.54005	0.29458	0.70542	0.58916	0.76756	False
ARHGAP19_p99025702	ARHGAP19	1181.2/1187.2	747.33/1424.9	1184.2	1086.1	-0.12464	17.731	33020	0.53981	0.29466	0.70534	0.58933	0.76768	False
AFF2_m147924509	AFF2	119.71/79.259	32.408/117.09	99.483	74.748	-0.40768	818.02	2540.1	0.53963	0.29472	0.70528	0.58945	0.76773	False
C22orf31_p29456761	C22orf31	2036.5/1321.6	1608.1/1515.1	1679	1561.6	-0.1045	2.5554e+05	47404	0.53918	0.29488	0.70512	0.58976	0.76805	False
C4orf17_m100443673	C4orf17	1722/1623.1	2149.3/1430.1	1672.6	1789.7	0.097597	4897.1	47216	0.53906	0.70508	0.29492	0.58985	0.76806	True
ACTN1_p69445708	ACTN1	175.95/244.67	256.02/244.66	210.31	250.34	0.25028	2360.8	5514.6	0.53905	0.70439	0.29561	0.59122	0.76884	True
ASB8_p48545028	ASB8	500.46/423.86	548.34/496.31	462.16	522.33	0.1762	2933.7	12463	0.53894	0.70503	0.29497	0.58994	0.76807	True
ALKBH3_p43904221	ALKBH3	623.05/1087.2	655.29/1220.4	855.14	937.84	0.13303	1.0773e+05	23570	0.53867	0.70494	0.29506	0.59011	0.7682	True
BATF2_m64764374	BATF2	734.11/408.35	436.86/571.45	571.23	504.16	-0.17986	53057	15520	0.53839	0.29515	0.70485	0.5903	0.76831	False
ADH7_m100349694	ADH7	796.12/1001.1	1054.6/912.23	898.6	983.39	0.12996	21002	24812	0.53833	0.70483	0.29517	0.59035	0.76831	True
C19orf55_m36250334	C19orf55	248.07/392.85	453.06/287.18	320.46	370.12	0.20727	10481	8529.6	0.53777	0.70456	0.29544	0.59089	0.76881	True
A1CF_m52603842	A1CF	395.18/418.69	203.52/498.06	406.93	350.79	-0.21363	276.51	10924	0.53729	0.29553	0.70447	0.59107	0.76883	False
ARNT2_m80743267	ARNT2	672.09/442.81	379.82/602.91	557.45	491.37	-0.1817	26283	15133	0.53722	0.29556	0.70444	0.59112	0.76883	False
ALX4_m44331531	ALX4	595.65/447.98	364.27/551.65	521.82	457.96	-0.18794	10902	14132	0.53719	0.29557	0.70443	0.59113	0.76883	False
C11orf80_p66512208	C11orf80	1463.9/906.31	665.66/1509.3	1185.1	1087.5	-0.12389	1.5545e+05	33046	0.53693	0.29566	0.70434	0.59132	0.76887	False
C5orf52_p157098617	C5orf52	822.08/783.97	740.2/1025.2	803.03	882.72	0.13634	726.2	22084	0.53626	0.70411	0.29589	0.59178	0.76924	True
ACTR5_m37377161	ACTR5	336.04/532.41	545.75/206.8	434.23	376.27	-0.20616	19280	11683	0.53624	0.2959	0.7041	0.5918	0.76924	False
ASXL1_p30954239	ASXL1	827.85/973.5	788.16/844.08	900.68	816.12	-0.14207	10607	24871	0.53618	0.29592	0.70408	0.59183	0.76924	False
ADRM1_p60878671	ADRM1	412.48/130.95	316.3/318.06	271.72	317.18	0.22244	39631	7189.9	0.53617	0.70388	0.29612	0.59224	0.76957	True
BAHD1_m40750806	BAHD1	341.81/377.34	410.28/203.88	359.58	307.08	-0.22698	631.09	9610.1	0.53572	0.29608	0.70392	0.59215	0.76955	False
ANKRD6_p90276793	ANKRD6	546.61/728.84	545.75/870.87	637.72	708.31	0.15123	16603	17395	0.5352	0.70374	0.29626	0.59251	0.76982	True
ARID1A_p27023085	ARID1A	330.28/346.33	191.21/383.88	338.3	287.54	-0.23377	128.82	9021.9	0.53474	0.29641	0.70359	0.59283	0.77005	False
C5orf30_p102611766	C5orf30	901.41/1132	1104.5/1108.5	1016.7	1106.5	0.12198	26592	28197	0.53472	0.70358	0.29642	0.59285	0.77005	True
C14orf119_m23566921	C14orf119	299.99/339.43	90.094/450.87	319.71	270.48	-0.24041	778	8509	0.5342	0.2966	0.7034	0.5932	0.77041	False
BIRC2_p102221014	BIRC2	1368.7/1075.2	1562.7/683.88	1221.9	1123.3	-0.12132	43081	34111	0.53403	0.29666	0.70334	0.59332	0.77047	False
AK1_p130635302	AK1	566.8/248.11	377.23/549.32	407.46	463.27	0.18478	50782	10938	0.53367	0.7032	0.2968	0.5936	0.77073	True
APPBP2_p58603220	APPBP2	318.74/785.69	355.19/618.64	552.22	486.92	-0.18121	1.0902e+05	14986	0.53344	0.29686	0.70314	0.59373	0.7708	False
C14orf28_m45369754	C14orf28	587/441.09	390.84/511.45	514.04	451.15	-0.1879	10644	13914	0.53322	0.29694	0.70306	0.59388	0.7709	False
C9orf96_m136243356	C9orf96	638.92/372.17	447.23/688.54	505.54	567.89	0.16745	35577	13676	0.53309	0.70301	0.29699	0.59397	0.77092	True
CASP7_m115480813	CASP7	908.62/1154.4	1006.6/1236.7	1031.5	1121.6	0.12073	30210	28622	0.53272	0.70288	0.29712	0.59423	0.7711	True
C10orf99_m85933629	C10orf99	1008.1/1159.6	1080.5/902.33	1083.9	991.4	-0.12851	11470	30128	0.53266	0.29713	0.70287	0.59427	0.7711	False
C1orf198_m230979605	C1orf198	764.39/1013.1	967.05/643.69	888.76	805.37	-0.14198	30936	24530	0.53244	0.29721	0.70279	0.59442	0.7712	False
ATM_p108106443	ATM	1670.1/1202.7	1423.4/1663.1	1436.4	1543.2	0.10343	1.0926e+05	40329	0.53199	0.70263	0.29737	0.59473	0.7715	True
BOP1_m145514976	BOP1	888.43/479	672.14/549.9	683.71	611.02	-0.16192	83815	18696	0.53163	0.29749	0.70251	0.59498	0.77167	False
CAMKV_m49899812	CAMKV	556.71/597.89	648.16/639.61	577.3	643.88	0.15723	847.81	15691	0.53158	0.70249	0.29751	0.59502	0.77167	True
C11orf24_m68030332	C11orf24	736.99/789.14	718.16/654.17	763.07	686.17	-0.15304	1359.9	20947	0.53132	0.2976	0.7024	0.5952	0.7718	False
APAF1_m99042207	APAF1	928.81/592.72	491.95/876.11	760.76	684.03	-0.15317	56479	20882	0.53098	0.29772	0.70228	0.59543	0.77201	False
ACD_p67694362	ACD	1560.5/1064.8	1369.6/1459.2	1312.7	1414.4	0.1076	1.2285e+05	36737	0.53071	0.70219	0.29781	0.59562	0.77208	True
BCKDK_m31120602	BCKDK	1321.1/1721.3	1694.9/1567	1521.2	1631	0.10045	80077	42798	0.53059	0.70215	0.29785	0.59571	0.77208	True
ATF4_p39918107	ATF4	1057.2/1066.5	1107.7/1198.2	1061.9	1153	0.11867	43.968	29494	0.53057	0.70214	0.29786	0.59572	0.77208	True
ATP1A3_m42492662	ATP1A3	1371.6/1095.8	1298.9/971.65	1233.7	1135.3	-0.11985	38017	34451	0.5303	0.29795	0.70205	0.59591	0.77213	False
C9orf171_p135285645	C9orf171	1678.8/1466.3	1552.3/1369.5	1572.5	1460.9	-0.10614	22577	44294	0.53029	0.29796	0.70204	0.59591	0.77213	False
ANXA1_m75773668	ANXA1	2785/1936.7	2780/2217.1	2360.8	2498.5	0.081747	3.5982e+05	67469	0.5301	0.70198	0.29802	0.59604	0.77219	True
ADAP1_m994106	ADAP1	432.67/640.96	693.53/507.96	536.82	600.75	0.16203	21692	14553	0.52992	0.70191	0.29809	0.59617	0.77219	True
BNC1_m83935778	BNC1	954.77/785.69	1004.6/900	870.23	952.32	0.12991	14293	24001	0.52988	0.7019	0.2981	0.5962	0.77219	True
ATR_m142286929	ATR	539.4/335.99	432.32/558.06	437.69	495.19	0.17767	20689	11780	0.52973	0.70184	0.29816	0.59631	0.77219	True
BLCAP_m36147464	BLCAP	248.07/144.73	158.15/159.61	196.4	158.88	-0.30412	5338.9	5137.4	0.52966	0.29817	0.70183	0.59635	0.77219	False
ACTR3_p114684946	ACTR3	755.74/532.41	773.25/374.56	644.08	573.91	-0.16614	24938	17574	0.52929	0.2983	0.7017	0.5966	0.77242	False
C5orf24_m134190733	C5orf24	304.31/339.43	242.41/499.22	321.87	370.82	0.20362	616.68	8568.6	0.52873	0.70143	0.29857	0.59715	0.77283	True
BCL9L_m118780638	BCL9L	734.11/721.94	948.91/656.5	728.02	802.7	0.1407	73.954	19952	0.52871	0.7015	0.2985	0.59701	0.77283	True
C9orf66_m215383	C9orf66	197.59/280.85	71.298/491.07	239.22	281.18	0.23227	3466.4	6301.4	0.52861	0.70108	0.29892	0.59784	0.77333	True
C18orf8_m21083676	C18orf8	535.07/532.41	602.79/591.84	533.74	597.32	0.16206	3.5456	14467	0.52855	0.70144	0.29856	0.59712	0.77283	True
C16orf45_p15609234	C16orf45	601.42/420.42	514.64/631.45	510.92	573.05	0.16526	16381	13827	0.52838	0.70138	0.29862	0.59724	0.77285	True
C1orf192_m161336051	C1orf192	395.18/627.18	304.63/593.59	511.18	449.11	-0.18636	26912	13834	0.52769	0.29886	0.70114	0.59771	0.77333	False
AXIN2_p63554678	AXIN2	631.71/1130.3	1007.9/918.64	881	963.26	0.12865	1.243e+05	24309	0.52761	0.70112	0.29888	0.59777	0.77333	True
ADARB1_p46595724	ADARB1	337.49/125.78	314.36/231.26	231.63	272.81	0.23511	22410	6094.6	0.52744	0.70061	0.29939	0.59879	0.77405	True
ASPA_p3379564	ASPA	405.27/527.24	486.77/563.88	466.26	525.32	0.17174	7438.4	12577	0.5267	0.70079	0.29921	0.59841	0.77395	True
ACSS2_m33470722	ACSS2	721.12/348.05	556.77/385.63	534.59	471.2	-0.18172	69593	14490	0.52659	0.29924	0.70076	0.59848	0.77395	False
C12orf75_p105760442	C12orf75	881.21/796.03	782.33/1054.9	838.62	918.64	0.13132	3627.9	23099	0.52647	0.70072	0.29928	0.59856	0.77396	True
CASP2_p142988748	CASP2	1022.6/685.76	706.49/1163.3	854.16	934.9	0.13016	56715	23542	0.52621	0.70063	0.29937	0.59874	0.77405	True
ALOX5_p45869720	ALOX5	918.71/609.95	757.05/619.22	764.33	688.14	-0.15129	47668	20983	0.526	0.29944	0.70056	0.59889	0.77405	False
C16orf45_m15609182	C16orf45	1178.3/1478.3	1408.5/1451.1	1328.3	1429.8	0.10608	45009	37191	0.52592	0.70053	0.29947	0.59894	0.77405	True
